question_id,date,category,question,option_1,option_2,option_3,option_4,correct_answer
255,2023-02-05,Internacional,¿Quién fue el máximo responsable militar de la guerra en Ucrania que fue degradado por Putin tres meses después de ser nombrado?,Alexéi Kim,Valeri Gerásimov,Oleg Saliukov,Serguéi Surovikin,option_4
256,2023-02-05,Internacional,¿Quién fue nombrado como el jefe único de las Fuerzas Armadas rusas en Ucrania tras la destitución de Surovikin?,Serguéi Limsdok,Alexéi Kim,Oleg Saliukov,Valeri Gerásimov,option_4
257,2023-02-05,Internacional,¿Quién es el secretario general de la OTAN?,Mark Rutte,Olaf Scholz,Jens Stoltenberg,Max Rheinmetall,option_3
258,2023-02-05,Internacional,"A finales de enero de 2023, Alemania accedió finalmente a enviar tanques pesados a Ucrania. ¿Cuál es el modelo?",Abrams,Leopard 2,Bradley,Himars,option_2
259,2023-02-05,Internacional,¿Qué modelo de tanque equivalemtne al Leopard aleman ha enviado Reino Unido a Ucrania a finales de enero de 2023?,Challenger,Bradley,Abrams,Marder,option_1
260,2023-02-05,Internacional,¿Cómo se llama el dron nuclear submarino que ha comenzado a probar Rusia en 2023?,Neptuno,Triton,Poseidón,Selene,option_3
261,2023-02-05,Internacional,¿Cómo se llama el tanque de faricación estadounidense equivalente al Leopard 2 Alemán?,Abrams,Challenger,Bradley,Leclerc,option_1
262,2023-02-05,Internacional,¿Quién ocupa la cartera del Ministerio de Defensa alemán?,Olaf Scholz,Jens Stoltenberg,Max Rheinmetall,Boris Pistoriu,option_4
263,2023-02-05,Internacional,¿Cómo se llama el tanque de faricación francesa equivalente al Leopard 2 Alemán?,Abrams,Leclerc,Himars,Bradley,option_2
264,2023-02-05,Internacional,¿Quién es el primer ministro de Polonia?,Jens Stoltenberg,Mateusz Morawiecki,Mark Rutte,Hakeem Jeffries,option_2
265,2023-02-05,Internacional,¿Cuántos tanques Leopard ha enviado a reparar el Ministerio de Defensa español para su posterior envío a Ucrania?,24,30,53,55,option_3
266,2023-02-05,Internacional,¿Quién era el ministro de Interior ucraniano que falleció en un accidente de helicóptero en la región de Kiev?,Igor Klimenko,Denis Monastirski,Serguéi Limsdok,Oleg Saliukov,option_2
267,2023-02-05,Internacional,¿Cuánto dinero ha prometido el gobernador de la región siberiana de Transbaikal por la destrucción de un tanque Leopard?,195.000 euros,325.000 euros,65.000 euros,97.500 euros,option_3
268,2023-02-05,Internacional,¿Qué motivó la visita del presidente ruso Vladímir Putin a la ciudad de Volgogrado a comienzos de febrero de 2023?,La exaltación de Stalin,La lucha contra el nazismo,El suministro de tanques europeos a Ucrania,La renombración de la ciudad como Stalingrado,option_2
269,2023-02-05,Internacional,¿Cuál es la opinión de la población de Volgogrado sobre la renombración de la ciudad como Stalingrado?,La mayoría rechaza la medida,La mayoría apoya la medida,No se ha realizado ninguna encuesta sobre el tema,No se menciona en el contenido,option_1
270,2023-02-05,Internacional,¿Qué acción ha tomado el Parlamento de Volgogrado en relación a la renombración de la ciudad?,Cambiaron el nombre de la ciudad por 24 horas en 2013,Prohibieron establecer paralelismos entre el Tercer Reich y la Unión Soviética,No han tomado ninguna acción,Ha convocado un referéndum para el verano de 2023,option_1
271,2023-02-11,Sociedad,¿De qué acusan los miembros de una misma familia al sacerdote claretiano Hilario Apodaca?,De fraude,De abusar de cuatro hermanos,De robo,De homicidio,option_2
272,2023-02-11,Sociedad,"¿Qué cargo tenía en la Iglesia el australiano George Pell, el mayor cargo de la Iglesia condenado por abusos sexuales, antes de fallecer?",Obispo y ministro de Educación de la Santa Sede,Cardenal y ministro de finanzas de la Santa Sede,Sacerdote y secretario general de la Santa Sede,Arzobispo y ministro de Justicia de la Santa Sede,option_2
273,2023-02-11,Sociedad,¿De qué acusa una víctima de abusos a la cúpula de la Compañía de Jesús en Chile?,De negar los abusos,De no investigar los abusos,De encubrir su caso,De ayudar en los abusos,option_3
274,2023-02-11,Sociedad,¿Qué acción tomó la Iglesia chilena en 2006 respecto a los abusos de Juan Miguel Leturia?,Condenó en secreto al cura,Informó a la víctima de la condena,Juzgó el encubrimiento de los hechos,Apartó al cura del contacto con menores y de dar misa,option_4
275,2023-02-11,Sociedad,¿Cuánto porcentaje de mujeres asesinadas en 2022 había iniciado un proceso judicial?,43 por ciento,10 por ciento,17 por ciento,39 por ciento,option_1
276,2023-02-11,Sociedad,¿Cuáles de estos países tienen restringido el derecho al aborto?,"Polonia, Nicaragua, Países Bajos y Eslovaquia","Italia, Irlanda y Malta","Polonia, Estados Unidos, El Salvador, Nicaragua, Rumania, Eslovaquia, Irlanda y Malta","Brasil, Colombia, Estados Unidos, Venezuela, Serbia, Rusia y Ucrania",option_3
277,2023-02-11,Sociedad,"¿Qué país detuvo a los hermanos Andrew y Tristan Tate en diciembre de 2022 acusados de haber creado un grupo delictivo organizado, trata de personas y violación?",Reino Unido,Estados Unidos,Rumania,España,option_3
278,2023-02-11,Sociedad,¿Con quién discutieron en Twitter los hermanos Tate antes de su detención?,Pedro Sánchez,Auronplay,Kim Kardashian,Greta Thunberg,option_4
279,2023-02-11,Sociedad,¿Qué incluye el Gobierno en las estadísticas de violencia machista desde enero del año pasado?,Estrangulamientos.,Asesinatos.,"Feminicidios sexuales, sociales y familiares.",Amenazas contra las mujeres.,option_3
280,2023-02-11,Sociedad,¿Cuántos agentes participan actualmente en el sistema VioGén según el Ministerio del Interior?,25.438 agentes,39.481 agentes,Todos los agentes de las Fuerzas y Cuerpos de Seguridad del Estado,No ha revelado esa información,option_2
281,2023-02-11,Sociedad,¿Qué ocurrió en Valladolid con un agente de policía que atendía un supuesto delito machista a comienzos de 2023?,Fue atacado por un hombre con una navaja.,Resultó herido en el cuello y la cara.,Negoció para que el hombre soltara a dos niños menores y luego a su pareja.,Todo lo anterior es correcto.,option_4
282,2023-02-11,Sociedad,¿Quién denuncia a Dani Alves por agresión sexual?,Los Mossos d'Esquadra que lo detuvieron,Una discoteca de Barcelona,El Club Universidad,Una mujer,option_4
283,2023-02-11,Sociedad,¿Dónde ocurrio la agresión sexual por la que se ha denunciado al futbolista Dani Alves?,En la discoteca Kapital de Madrid,En la discoteca Sutton de Barcelona,En la discoteca Love Polanco de Ciudad de México,En la discoteca New Mariuzinn Copacabana de Río de Janeiro,option_2
284,2023-02-11,Sociedad,¿Qué acción tomó el Club Universidad (Pumas) tras la denuncia de agresión sexual?,Rescindió el contrato con Alves,Asumió la defensa del jugador,Le redujo el salario al 50% hasta la resolución de la acusación,Lo defendió públicamente y prorrogó su contrato,option_1
285,2023-02-11,Sociedad,¿Cómo ha justificado la defensa de Dani Alves el cambio en hasta tres ocasiones de su declaración?,Alegó que estaba confuso por el consumo de alcohol,Aseguró que fue una declaración errática debido a que Alves no quería que su esposa y hijos supieran de su encuentro sexual con la víctima,Lo negó todo,Afirmó que solo fue una felación practicada por la víctima a Alves.,option_2
286,2023-02-11,Sociedad,Dani Alves está en prisión preventiva por una denuncia de agesión sexual. ¿En qué cárcel?,En la cárcel de Brians 2,En la cárcel de Soto del Real,En la cárcel de Extremera,En la cárcel de Sevilla 2,option_1
287,2023-02-11,Sociedad,¿Qué causó el accidente en la cabalgata de la localidad sevillana de Marchena que resultó en la muerte de una mujer y 12 heridos?,Un problema mecánico en los frenos del tractor,Un conductor borracho,Mal tiempo,Un fallo eléctrico,option_1
288,2023-02-11,Sociedad,¿Dónde fueron encontrados los restos en la desaparición de Sandra Bermejo?,En un municipio de A Coruña,En un descampado a las afueras de Rivas-Vaciamadrid,"En el Cabo de Peñas, Gozón (Asturias)",En la playa de Las Catedrales,option_3
289,2023-02-11,Sociedad,¿Qué fue encontrado cerca del automóvil de Sandra Bermejo durante su desaparición?,Una mochila y sus pertenencias,Su teléfono móvil,Una camiseta blanca,Ninguno de los anteriores,option_1
290,2023-02-11,Sociedad,¿Cuándo desapareció Esther López?,La madrugada del 13 de enero de 2022,La madrugada del 12 de enero de 2022,La madrugada del 14 de enero de 2022,La madrugada del 15 de enero de 2022,option_1
291,2023-02-11,Sociedad,¿Cuáles son los nombres de los niños desaparecidos en Madrid cuyos cuerpos se hallaron en un vertedero de Toledo?,Ángel Fernández y Fernando Fernández,Ángel Fernández y Lucas Fernández,Lucas Fernández y Fernando Fernández,José Fernández y Fernando Fernández,option_1
292,2023-02-11,Sociedad,"¿Qué causa la muerte del niño Fernando Fernánde, hallado muerto en un vertedero de Toledo?",Hemorragia interna,Congelación,Asfixia,Muerte violenta,option_3
293,2023-02-11,Sociedad,¿Qué motivó la muerte del niño Mohamed Ali en Ceuta?,Una discusión por un vídeo sexual,Un fuerte golpe en la cabeza,Una escapada para ver a una chica,Un trastorno mental,option_1
294,2023-02-11,Sociedad,¿Qué hizo Carolina C. en la casa del rapero Morad?,Asestó cinco puñaladas a otra mujer que encontró con el cantante,Quitó el cuchillo a una fan que se había colado en la casa para agredir al cantante,Engañó al cantante con otra mujer,Fue testigo de la agresión del cantante a otra mujer,option_1
295,2023-02-11,Sociedad,¿Por qué la población de China se ha reducido por primera vez en más de 60 años?,Debido a la bajada en el número de nacimientos.,Por una enfermedad que afecta a la población.,Por una migración masiva hacia otros países.,Por una guerra civil.,option_1
296,2023-02-11,Sociedad,¿Qué ofrecerá Japón a las familias que decidan mudarse fuera de Tokio?,Un millón de yenes por hijo.,Una casa gratuita.,Un trabajo garantizado.,Un viaje gratuito a otro país.,option_1
297,2023-02-11,Sociedad,¿Cuál es el objetivo del gobierno japonés al ofrecer una ayuda de un millón de yenes por hijo a las familias que se muden fuera de Tokio?,Atraer a más turistas a Tokio.,Aliviar la presión de espacio y servicios en Tokio y fomentar la instalación de familias jóvenes en zonas rurales.,Aumentar la población en Tokio.,Promover la migración a zonas urbanas.,option_2
298,2023-02-11,Sociedad,¿Qué hizo la cadena holandesa de supermercados Jumbo para abonar la compra sin prisas y favorecer así el contacto y la conversación?,Creó un servicio de entrega y conversación a domicilio.,Instaló más cajeros automáticos.,Abrió un servicio llamado Kletskassa (La caja para charlar).,Redujo los precios en sus productos.,option_3
299,2023-02-11,Sociedad,"¿Cuál es el propósito del programa ""Eén tegen eenzaamheid"" (Unidos contra la soledad) en Países Bajos?",Reducir la soledad en la población.,Promover la migración a zonas rurales.,Incrementar el turismo en Países Bajos.,Atraer a más familias a la cadena de supermercados Jumbo.,option_1
300,2023-02-11,Sociedad,¿Por qué se ha abierto un expediente sancionador a Falange Española?,Por un posible incumplimiento de la ley de memoria democrática.,Por realizar un acto político en contra de la ley de memoria democrática.,Por exaltar a los héroes de la Guerra Civil y la dictadura.,Por difundir pancartas y imágenes de exaltación de los dirigentes y participantes en la Guerra Civil y la dictadura.,option_1
301,2023-02-11,Sociedad,¿Qué prohíben los artículos 38 y 62.1 de la ley de memoria democrática?,La realización de actos en público que exalten la Guerra Civil y la dictadura.,La realización de actos en público que ensalzen a los héroes.,"La realización de actos en público que entrañen descrédito, menosprecio o humillación de las víctimas o de sus familiares, y supongan exaltación personal o colectiva, de la sublevación militar, de la Guerra o de la Dictadura, de sus dirigentes, participantes en el sistema represivo o de las organizaciones que sustentaron al régimen dictatorial.",La realización de actos en público que menosprecien a las víctimas o a sus familiares.,option_3
302,2023-02-11,Ciencia y tecnología,¿Cuál fue el objetivo declarado del científico He Jiankui al editar genéticamente a dos gemelas?,Conferirles resistencia al virus del sida,Investigar nuevas técnicas de edición genética,Reconstruir secuencias ancestrales,Estudiar el sistema CRISPR,option_1
303,2023-02-11,Ciencia y tecnología,¿Cuál fue el motivo de la cárcel del científico He Jiankui que editó genéticamente a dos gemelas?,Anunció su intención de editar el genoma de dos gemelas,Violó normativas éticas y médicas básicas al editar el genemoa de dos gemelas,Introdujo errores potencialmente peligrosos en el genoma editado de dos gemelas,Propuso al gobierno chino un plan de edición genética para controlar el crecimiento de la población,option_2
304,2023-02-11,Ciencia y tecnología,¿Cuál es el objetivo de la nave Soyuz MS-23?,Transportar astronautas y nuevos suministros para la ISS,Montar un laboratorio espalcial para resucitar proteínas de hace millones de años,Probar un sistema que desvíe los rayos hacia el cielo,Establecer una red de cobertura móvil por satélite,option_1
305,2023-02-11,Educación,¿Qué propone la enmienda a la Ley Orgánica del Sistema Universitario (LOSU)  presentada por ERC y EH Bildu?,Incluir una sección de historia de España en los exámenes de selectividad,"Permitir a los claustros universitarios ""analizar y debatir otras temáticas de especial transcendencia""",Establecer pruebas especiales de acceso a la carrera de Magisterio,Eliminar la neutralidad ideológica de los órganos académicos de gobierno y representación,option_2
306,2023-02-11,Educación,¿Qué porcentaje de la calificación en la nueva selectividad estará destinado a la resolución de problemas?,30 por ciento,40 por ciento,50 por ciento,20 por ciento,option_3
307,2023-02-11,Educación,¿De cuánto tiempo dispondrán los alumnos para responder a los ejercicios en la nueva selectividad?,90 minutos,75 minutos,105 minutos,120 minutos,option_3
308,2023-02-11,Educación,¿Qué objetivo persigue el nuevo real decreto de selectividad?,Basar la Evaluación de Acceso a la Universidad (EVAU) en la memoria,Diferenciar los exámenes entre las 17 comunidades autónomas,Hacer una prueba menos basada en la memoria y homogeneizar los exámenes entre las 17 comunidades autónomas,Adaptar la selectividad al aprendizaje por competencias impulsado por el Partido Popular,option_3
309,2023-02-11,Medio ambiente y clima,¿Qué ha hecho el Gobierno en cuanto a la planificación hidrológica de los ríos?,No ha hecho nada.,Ha planificado las 12 cuencas de los ríos que son de su competencia.,Ha planificado solo algunas de las cuencas.,Ha planificado solo los ríos más importantes.,option_2
310,2023-02-11,Medio ambiente y clima,¿Qué es el caudal ecológico de un río?,Una política para aumentar la cantidad de agua trasvasada.,Una medida para garantizar la cantidad de agua necesaria para los ecosistemas y la biodiversidad.,Una política para reducir la cantidad de agua trasvasada.,Una medida para aumentar la cantidad de agua disponible para el uso humano.,option_2
311,2023-02-11,Medio ambiente y clima,¿Por qué la desalación de agua del mar podría ser un problema para los agricultores de las plantaciones de Murcia y Almería?,Porque es más cara que el agua del Tajo.,Porque es de peor calidad que el agua del Tajo.,Porque reduce la disponibilidad de agua del Tajo.,Porque es más fácil de conseguir que el agua del Tajo.,option_1
312,2023-02-11,Medio ambiente y clima,"¿Qué es lo último que han hecho Andalucía, Comunidad Valenciana y Murcia ante el recorte del trasvase Tajo-Segura?",Han aceptado el recorte sin protestar.,Han protestado pacíficamente delante del ministerio de Transición Ecológica.,Han recurrido ante el Tribunal Supremo.,Han llegado a un acuerdo con el Gobierno.,option_3
313,2023-02-11,Medio ambiente y clima,¿Quiénes han recibido el Premio Fronteras del Conocimiento en 2023?,"Las científicas Susan Alberts, Jeanne Altmann y Marlene Zuk",La Fundación BBVA,El proyecto Ecología y Biología de la conservación,El científico He Jiankui,option_1
314,2023-02-11,Medio ambiente y clima,¿Por qué los cazadores justifican la caza del zorro en Galicia?,Para combatir el crecimiento de la población de este animal,Para combatir la sarna,Para combatir que se convierta en una especie invasora,Para combatir la necesidad de alimento para otras especiels,option_2
315,2023-02-11,Medio ambiente y clima,"¿Qué material tóxico contenía el portaaviones São Paulo, hundido a propósito en el fondo del mar frente a Recife, Brasil?",Amianto,Arsénico,Cloro,Cloruro de vinilo,option_1
316,2023-02-11,Medio ambiente y clima,¿Por qué la presa de los Toranes en Teruel debe ser demolida?,Porque es inviable una vez finalizado el plazo de explotación en 2018,Porque la infraestructura está dañada,Porque el Gobierno de Aragón ha declarado el espacio Bien de Interés Cultural,Por las denuncias de la Asociación Mijares Vivo,option_1
317,2023-02-11,Internacional,¿Quién preside actualmente la Comisión Europea?,Roberta Metsola,Ursula von der Leyen,Pier Antonio Panzeri,Iratxe García,option_2
318,2023-02-11,Internacional,¿Quién ocupa la vicepresidencia de la Comisión para Asuntos Económicos de la UE?,Roberta Metsola,Ursula von der Leyen,Valdis Dombrovskis,Iratxe García,option_3
319,2023-02-11,Internacional,¿Quién preside actualmente el grupo socialista en la Eurocámara?,Roberta Metsola,Ursula von der Leyen,Valdis Dombrovskis,Iratxe García,option_4
320,2023-02-11,Internacional,¿Quién es considerado el principal responsable de la trama de sobornos del Qatargate?,Roberta Metsola,Valdis Dombrovskis,Pier Antonio Panzeri,Iratxe García,option_3
321,2023-02-11,Internacional,¿Cuándo serán las próximas elecciones a la Eurocámara?,2025,2023,2024,2026,option_3
322,2023-02-11,Internacional,¿Quién anunció la apertura de un procedimiento de urgencia para levantar la inmunidad de dos eurodiputados sospechosos de estar implicados en el Qatargate?,Iratxe García,Adrián Vázquez,Roberta Metsola,Pier Antonio Panzeri,option_3
323,2023-02-11,Internacional,¿Quién está en prisión preventiva en relación con el Qatargate?,Iratxe García,Marc Tarabella,Andrea Cozzolino,Eva Kaili,option_4
324,2023-02-11,Internacional,¿Quién ha sido elegido como una de las 14 vicepresidencias del Parlamento Europeo en sustitución de la exvicepresidenta Kaili?,Iratxe García,Marc Angel,Andrea Cozzolino,Pier Antonio Panzeri,option_2
325,2023-02-11,Internacional,¿Qué grupo político europeo está siendo acorralado por los señalamientos y detenciones en relación con el Qatargate?,Alianza Progresista de Socialistas y Demócratas (S&D),Partido Popular Europeo (PPE),Alianza de Liberales y Demócratas por Europa (ALDE),Europa de las Naciones y de la Libertad (ENL),option_1
326,2023-02-11,Internacional,¿Quién es el Canciller federal de Alemania?,Robert Habeck,Olaf Scholz,Christian Lindner,Christiane Hoffmann,option_2
327,2023-02-11,Internacional,¿Quién es el ministro de Defensa de Alemania tras la dimisión de Christine Lambrecht?,Boris Pistorius,Christian Lindner,Marie-Agnes Strack-Zimmermann,Annalena Baerbock,option_1
328,2023-02-11,Internacional,"¿Cuántos diputados tiene el Bundestag, la Cámara baja del Parlamento alemán?",736,598,536,698,option_1
329,2023-02-11,Internacional,¿Qué propone la coalición de centro-izquierda liderada por el canciller Olaf Scholz para el tamaño del Bundestag?,Aumentar el número de diputados,Mantener el número actual,Reducir el número de diputados,Vinclular el número de diputados al crecimiento de la población,option_3
330,2023-02-11,Internacional,¿Quién es el presidente francés que relanza la reforma de las pensiones pese al rechazo de los sindicatos y la oposición?,Élisabeth Borne,Catherine Colonna,Emmanuel Macron,Bruno Le Maire,option_3
331,2023-02-11,Internacional,¿Cuándo comenzarán a aplicarse las medidas para proteger al consumidor y evitar malas prácticas y estafas de los ‘influencer’ en Francia?,Abril,Enero,Marzo,Julio,option_3
332,2023-02-11,Internacional,¿Qué propone Emmanuel Macron para paliar el impacto de la inflación en Francia?,Una nueva ley migratoria,Una cesta básica que limite el precio a veinte productos,Una reforma de los impuestos,Una consulta pública para proteger al consumidor,option_2
333,2023-02-11,Internacional,¿Con qué objetivo presenta Francia una nueva ley migratoria?,Para controlar la inmigración y mejorar la integración,Para regularizar y contratar inmigrantes sin papeles y solicitantes de asilo en los sectores con escasez de mano de obra,Para evitar malas prácticas policiales,Para evitar el aumento de la edad de jubilación,option_2
334,2023-02-11,Internacional,¿Quién es el ministro francés de Trabajo?,Emmanuel Macron,Clément Beaune,Catherine Colonna,Olivier Dussopt,option_4
335,2023-02-11,Internacional,¿Quién es el presidente de la República en Italia?,Giorgia Meloni,Sergio Mattarella,Matteo Messina,Falcone y Borsellino,option_2
336,2023-02-11,Internacional,¿Quién es el capo mafioso más buscado en Italia y cuándo fue arrestado?,"Sergio Mattarella, arrestado en 2023","Falcone y Borsellino, arrestado en 1992","Matteo Messina Denaro, arrestado en 2023","Giorgio Meloni, arrestado en 2021",option_3
337,2023-02-11,Internacional,¿Cuál es el nombre del nuevo gasoducto entre Italia y Argelia?,Alitga,Argal,Italogas,Galsi,option_4
338,2023-02-11,Internacional,¿Quién es el ministro del Reino Unido para Escocia?,Rishi Sunak,James Cleverly,Alister Jack,Ben Wallace,option_3
339,2023-02-11,Internacional,¿Quién es el ministro británico de Defensa?,Rishi Sunak,James Cleverly,Alister Jack,Ben Wallace,option_4
340,2023-02-11,Internacional,¿Que miembro del Gobierno británico ha negociado con la UE sobre el Protocolo de Irlanda del Norte?,Rishi Sunak,James Cleverly,Alister Jack,Kemi Badenoch,option_2
341,2023-02-11,Internacional,¿Qué está negociando Rishi Sunak con médicos y enfermeros?,Una subida salarial para paliar las huelgas,Un incremento de las plantillas para paliar las huelgas,Un plan de prejubilaciones para paliar las huelgas,Una reforma del sistema de acceso a la profesión para paliar las huelgas,option_1
342,2023-02-11,Internacional,¿Qué ley escocesa ha bloqueado el primer ministro británico Rishi Sunak?,Protección frente a la violencia contra la mujer,Transición energética y cambio climático,Autodeterminación de género,Inmigración con la UE,option_3
343,2023-02-19,Economía,¿Cuál es el problema que se presentó con los trenes encargados por Renfe para Asturias y Cantabria?,Las medidas de lostrenes no eran las adecuadas para los túneles.,Los trenes tenían problemas mecánicos.,Los trenes no tenían suficiente capacidad para los pasajeros.,Los trenes no tenían aire acondicionado.,option_1
344,2023-02-19,Economía,¿Quién lidera el Ministerio encargado de acelerar los trabajos para resolver el problema de los trenes en Asturias y Cantabria?,Raquel Sánchez,Reyes Maroto,José Luis Ábalos,Nadia Calviño,option_1
345,2023-02-19,Economía,¿Qué organismo público se encarga de mantener las infraestructuras ferroviarias en España?,Renfe,CAF,Adif,Enaire,option_3
346,2023-02-19,Economía,¿Cuántos años se demorará la entrega de los nuevos trenes para Asturias y Cantabria?,Un año,Dos años,Tres años,Cuatro años,option_2
347,2023-02-19,Economía,¿Qué proceso ha iniciado el Mitma que ha generado la oposición de los controladores aéreos?,La construcción de nuevas torres de control en aeropuertos de toda España.,La renovación de las torres de control existentes en los aeropuertos.,La privatización de la gestión de torres de control de siete aeropuertos.,La creación de un nuevo proveedor privado de servicios de torres de control.,option_3
348,2023-02-19,Economía,¿Cuánto dinero ha recibido España hasta la fecha de los Fondos de Recuperación europeos?,25.000 millones de euros,15.000 millones de euros,43.000 millones de euros,37.000 millones de euros,option_4
349,2023-02-19,Internacional,¿Qué partido político portugués está en proceso de renovación después de una debacle electoral?,Partido Socialista,Bloco de Esquerda (BE),Partido Comunista Portugués,Partido Social Demócrata (PSD),option_2
350,2023-02-19,Internacional,¿Apoyó el Bloco de Esquerda los Presupuestos del Estado de 2022 en Portugal?,Sí,No,No estaba en el Congreso,Se opuso a algunos puntos pero finalmente los apoyó,option_2
351,2023-02-19,Internacional,¿Qué medidas tomará Portugal para regular el mercado inmobiliario?,Prohibirá los contratos de alquiler,Fijará un techo máximo de subida de precios para los contratos de alquiler,Otorgará permisos de residencia a quienes inviertan en inmuebles,Reducirá los impuestos sobre la compra de propiedades,option_2
352,2023-02-19,Internacional,¿Qué es el Protocolo de Irlanda del Norte?,Un acuerdo sobre el cambio climático entre el Reino Unido e Irlanda del Norte.,Una ley que permite el libre comercio entre el Reino Unido y la UE.,Un acuerdo que evita una frontera dura entre la República de Irlanda y Irlanda del Norte.,Una ley que establece cuotas de inmigración para Irlanda del Norte.,option_3
353,2023-02-19,Internacional,"¿Qué ha causado la ""guerra de las salchichas"" en el Reino Unido?",Una subida del precio de las salchichas en el Reino Unido.,Las trabas burocráticas y aduaneras para las empresas que exportan desde la Gran Bretaña a Irlanda del Norte.,La negativa de la UE a negociar con el Reino Unido sobre el Protocolo de Irlanda del Norte.,Una ley que establece la necesidad de un diagnóstico médico de disforia de género para que las personas trans puedan obtener el reconocimiento legal del género.,option_2
354,2023-02-19,Internacional,¿Quién es el ministro de Exteriores británico?,Rishi Sunak,Maros Sefcovic,Jeffrey Donaldson,James Cleverly,option_4
355,2023-02-19,Internacional,¿Qué propone el Real Colegio de Enfermería en el Reino Unido?,Una subida salarial del 2 por ciento,"Una subida salarial del 10,7 por ciento","Una subida salarial del 19,2 por ciento",Una bajada de impuestos para el sector sanitario,option_3
356,2023-02-19,Internacional,¿Qué ley ha bloqueado el Gobierno de Rishi Sunak en Escocia?,La Ley escocesa de vivienda,La Ley de Reforma del Reconocimiento de Género.,La Ley de Igualdad,La Ley de Autodeterminación de Escocia.,option_2
357,2023-02-19,Internacional,¿Qué es la Sección 35 de la Ley de Escocia?,Una sección que permite al Gobierno de Reino Unido el refrendo y promulgación real de las leyes aprobadas por el Parlamento Autónomo de Escocia,Una sección que permite al Gobierno de Reino Unido impedir el refrendo y promulgación real de las leyes aprobadas por el Parlamento Autónomo de Escocia,Una sección que limita las competencias autonómicas en el Reino Unido,Una sección que regula la igualdad de género en el Reino Unido,option_2
358,2023-02-19,Internacional,¿Qué es el Código Ministerial en Reino Unido?,El conjunto de reglas éticas y de incompatibilidades o conflictos de interés que los miembros del Gobierno británico están obligados a cumplir o evitar.,Un documento que establece las condiciones de uso del transporte público en Reino Unido.,Un código de conducta para los periodistas que cubren eventos del Gobierno británico,Un código de conducta para los trabajadores de la industria alimentaria en Reino Unido.,option_1
359,2023-02-19,Internacional,¿Quién es el presidente de EE.UU. actualmente?,Kamala Harris,Janet Yellen,Joe Biden,Antony Blinken,option_3
360,2023-02-19,Internacional,¿Quién ocupa la vicepresidencia de EE.UU.?,Joe Biden,Kamala Harris,Lloyd Austin,Merrick Garland,option_2
361,2023-02-19,Internacional,¿Quién es el secretario de Estado de EE.UU.?,Janet Yellen,Alejandro Mayorkas,Antony Blinken,John Kirby,option_3
362,2023-02-19,Internacional,¿Quién es el secretario del Tesoro de EE.UU.?,Kamala Harris,Christopher Wray,Merrick Garland,Janet Yellen,option_4
363,2023-02-19,Internacional,¿Quién es el secretario de Defensa de EE.UU.?,Lloyd Austin,Alejandro Mayorkas,John Kirby,Christopher Wray,option_1
364,2023-02-19,Internacional,¿Quién es el director del FBI?,Lloyd Austin,Janet Yellen,Christopher Wray,Merrick Garland,option_3
365,2023-02-19,Internacional,¿Quién es el portavoz del Consejo de Seguridad Nacional de EE.UU.?,Alejandro Mayorkas,Lloyd Austin,John Kirby,Antony Blinken,option_3
366,2023-02-19,Internacional,¿Qué reformas propuso el presidente Biden en su discurso del estado de la Unión?,Reformas económicas para beneficiar a los ricos,Una ley para prohibir las armas de asalto,Reducción del presupuesto para la seguridad social,Un nuevo impuesto para los inmigrantes.,option_2
367,2023-02-19,Internacional,¿Quién es el fiscal general estadounidense?,Kamala Harris,Janet Yellen,Merrick Garland,Lloyd Austin,option_3
368,2023-02-19,Internacional,¿Que la exembajador/a de Estados Unidos ante la ONU ha presentado su candidatura a la presidencia de EE.UU. para las elecciones de 2024?,Chris Sununu,Nikki Haley,Ron DeSantis,Tim Scott,option_2
369,2023-02-19,Internacional,¿Qué políticos han sido mencionados como posibles candidatos republicanos para las elecciones presidenciales de 2024?,Joe Biden y Kamala Harris,Hillary Clinton y Bernie Sanders,"Ron DeSantis, Mike Pence, Tim Scott, Chris Sununu y Asa Hutchinson",Alexandria Ocasio-Cortez y Elizabeth Warren,option_3
370,2023-02-19,Internacional,¿Por qué ha presentado el Departamento de Justicia de Estados Unidos una demanda contra Google?,Por presunto abuso de su posición dominante en el mercado de la publicidad digital.,Por no pagar suficientes impuestos.,Por no cumplir con las normas de seguridad en Internet.,Por sobornar a los reguladores para evitar multas.,option_1
371,2023-02-19,Internacional,¿Qué ha anunciado el presidente de la Reserva Federal tras la octava subida consecutiva de los tipos de interés en febrero de 2023?,Que la guerra contra la inflación ha terminado.,Que habrá más subidas de tipos.,Que los tipos de interés se mantendrán estables en el futuro.,Que la economía de Estados Unidos se está recuperando rápidamente.,option_2
372,2023-02-19,Internacional,¿Qué sector lideró el crecimiento del empleo en Estados Unidos en enero de 2023?,La industria del automóvil.,El sector tecnológico.,"La industria de ocio y hostelería, servicios profesionales y empresariales, sanidad y administraciones públicas.",La industria de la construcción.,option_3
373,2023-02-19,Internacional,¿Cuál es la tasa de desempleo en Estados Unidos en enero de 2023?,"4,5 por ciento","6,5 por ciento","3,4 por ciento","7,2 por ciento",option_3
